generational_distance,hypervolume,epsilon_indicator,inverted_gd,spacing,nfe
inf,0.0,inf,inf,0.0,0
2.7633476244699984,0.0,1.5424462451518788,1.9473650054352272,1666.4897727862915,100
3.4493754193480632,0.00038619286423562517,0.4716756656389739,0.5649459292327157,6513.149798393014,1194
0.745125372262276,0.062219643706661,0.41442910301261277,0.3233255549431411,1384.034788606097,2286
0.5993443427276364,0.08832209609636739,0.2564744791429071,0.20591143977128507,1874.5485259373052,3382
0.08445998327825426,0.10535674131145942,0.19042853076482502,0.13026895729148016,2102.307301500355,4476
0.05592787117964534,0.10676944959653613,0.19042853076482502,0.11063931817261745,1932.8680741641324,5571
0.3157458713186491,0.10676972225770966,0.19042853076482502,0.14807805552657258,2277.271384433469,6670
0.012411562732867247,0.10909778264300757,0.06986217417327589,0.048867153533433655,2221.0563681686713,7766
0.007279512132262239,0.10945847250998565,0.06986217417327589,0.011938309073412761,2040.5997662131206,8863
0.0036769570527901067,0.10963226488383411,0.06986217417327589,0.0036769570527901067,1939.2474172442564,9958
1.0347090669651343e-09,0.10963226488383411,9.829736136168776e-09,1.0347090669651343e-09,1933.9888389061384,11011
1.0347090669651343e-09,0.10963226488383411,9.829736136168776e-09,1.0347090669651343e-09,1933.9888389061384,12067
1.0347090669651343e-09,0.10963226488383411,9.829736136168776e-09,1.0347090669651343e-09,1933.9888389061384,13124
1.0347090669651343e-09,0.10963226488383411,9.829736136168776e-09,1.0347090669651343e-09,1933.9888389061384,14180
5.173545334825672e-10,0.10963226488383411,9.829736136168776e-09,5.173545334825672e-10,1933.9888389989403,15242
0.0,0.10963226488383411,0.0,0.0,1933.9888457411619,16302
0.0,0.10963226488383411,0.0,0.0,1933.9888457411619,17358
0.0,0.10963226488383411,0.0,0.0,1933.9888457411619,18417
0.0,0.10963226488383411,0.0,0.0,1933.9888457411619,19472
0.0,0.10963226488383411,0.0,0.0,1933.9888457411619,20001
